Immobilie,Datum,Energietyp,Verbrauch
buergerhaus-kinderhaus,11.02.22 04-05,Wärme,"260,000"
buergerhaus-kinderhaus,11.02.22 05-06,Wärme,"340,000"
buergerhaus-kinderhaus,11.02.22 06-07,Wärme,"340,000"
buergerhaus-kinderhaus,11.02.22 07-08,Wärme,"420,000"
buergerhaus-kinderhaus,11.02.22 08-09,Wärme,"430,000"
buergerhaus-kinderhaus,11.02.22 09-10,Wärme,"390,000"
buergerhaus-kinderhaus,11.02.22 10-11,Wärme,"390,000"
buergerhaus-kinderhaus,11.02.22 11-12,Wärme,"380,000"
buergerhaus-kinderhaus,11.02.22 12-13,Wärme,"370,000"
buergerhaus-kinderhaus,11.02.22 13-14,Wärme,"300,000"
buergerhaus-kinderhaus,11.02.22 14-15,Wärme,"240,000"
buergerhaus-kinderhaus,11.02.22 15-16,Wärme,"230,000"
buergerhaus-kinderhaus,11.02.22 16-17,Wärme,"260,000"
buergerhaus-kinderhaus,11.02.22 17-18,Wärme,"210,000"
buergerhaus-kinderhaus,11.02.22 18-19,Wärme,"250,000"
buergerhaus-kinderhaus,11.02.22 19-20,Wärme,"240,000"
buergerhaus-kinderhaus,11.02.22 20-21,Wärme,"220,000"
buergerhaus-kinderhaus,11.02.22 21-22,Wärme,"250,000"
buergerhaus-kinderhaus,11.02.22 22-23,Wärme,"220,000"
buergerhaus-kinderhaus,11.02.22 23-00,Wärme,"200,000"
buergerhaus-kinderhaus,10.02.22 00-01,Wärme,"70,000"
buergerhaus-kinderhaus,10.02.22 01-02,Wärme,"70,000"
buergerhaus-kinderhaus,10.02.22 02-03,Wärme,"90,000"
buergerhaus-kinderhaus,10.02.22 03-04,Wärme,"170,000"
buergerhaus-kinderhaus,10.02.22 04-05,Wärme,"210,000"
buergerhaus-kinderhaus,10.02.22 05-06,Wärme,"180,000"
buergerhaus-kinderhaus,10.02.22 06-07,Wärme,"190,000"
buergerhaus-kinderhaus,10.02.22 07-08,Wärme,"260,000"
buergerhaus-kinderhaus,10.02.22 08-09,Wärme,"200,000"
buergerhaus-kinderhaus,10.02.22 09-10,Wärme,"240,000"
buergerhaus-kinderhaus,10.02.22 10-11,Wärme,"260,000"
buergerhaus-kinderhaus,10.02.22 11-12,Wärme,"250,000"
buergerhaus-kinderhaus,10.02.22 12-13,Wärme,"240,000"
buergerhaus-kinderhaus,10.02.22 13-14,Wärme,"220,000"
buergerhaus-kinderhaus,10.02.22 14-15,Wärme,"280,000"
buergerhaus-kinderhaus,10.02.22 15-16,Wärme,"250,000"
buergerhaus-kinderhaus,10.02.22 16-17,Wärme,"230,000"
buergerhaus-kinderhaus,10.02.22 17-18,Wärme,"190,000"
buergerhaus-kinderhaus,10.02.22 18-19,Wärme,"260,000"
buergerhaus-kinderhaus,10.02.22 19-20,Wärme,"270,000"
buergerhaus-kinderhaus,10.02.22 20-21,Wärme,"330,000"
buergerhaus-kinderhaus,10.02.22 21-22,Wärme,"310,000"
buergerhaus-kinderhaus,10.02.22 22-23,Wärme,"150,000"
buergerhaus-kinderhaus,10.02.22 23-00,Wärme,"70,000"
buergerhaus-kinderhaus,09.02.22 00-01,Wärme,"60,000"
buergerhaus-kinderhaus,09.02.22 01-02,Wärme,"90,000"
buergerhaus-kinderhaus,09.02.22 02-03,Wärme,"160,000"
buergerhaus-kinderhaus,09.02.22 03-04,Wärme,"190,000"
buergerhaus-kinderhaus,09.02.22 04-05,Wärme,"230,000"
buergerhaus-kinderhaus,09.02.22 05-06,Wärme,"330,000"
buergerhaus-kinderhaus,09.02.22 06-07,Wärme,"330,000"
buergerhaus-kinderhaus,09.02.22 07-08,Wärme,"370,000"
buergerhaus-kinderhaus,09.02.22 08-09,Wärme,"370,000"
buergerhaus-kinderhaus,09.02.22 09-10,Wärme,"380,000"
buergerhaus-kinderhaus,09.02.22 10-11,Wärme,"350,000"
buergerhaus-kinderhaus,09.02.22 11-12,Wärme,"320,000"
buergerhaus-kinderhaus,09.02.22 12-13,Wärme,"230,000"
buergerhaus-kinderhaus,09.02.22 13-14,Wärme,"220,000"
buergerhaus-kinderhaus,09.02.22 14-15,Wärme,"200,000"
buergerhaus-kinderhaus,09.02.22 15-16,Wärme,"200,000"
buergerhaus-kinderhaus,09.02.22 16-17,Wärme,"230,000"
buergerhaus-kinderhaus,09.02.22 17-18,Wärme,"240,000"
buergerhaus-kinderhaus,09.02.22 18-19,Wärme,"300,000"
buergerhaus-kinderhaus,09.02.22 19-20,Wärme,"200,000"
buergerhaus-kinderhaus,09.02.22 20-21,Wärme,"160,000"
buergerhaus-kinderhaus,09.02.22 21-22,Wärme,"170,000"
buergerhaus-kinderhaus,09.02.22 22-23,Wärme,"160,000"
buergerhaus-kinderhaus,09.02.22 23-00,Wärme,"110,000"
buergerhaus-kinderhaus,08.02.22 00-01,Wärme,"80,000"
buergerhaus-kinderhaus,08.02.22 01-02,Wärme,"80,000"
buergerhaus-kinderhaus,08.02.22 02-03,Wärme,"160,000"
buergerhaus-kinderhaus,08.02.22 03-04,Wärme,"190,000"
buergerhaus-kinderhaus,08.02.22 04-05,Wärme,"190,000"
buergerhaus-kinderhaus,08.02.22 05-06,Wärme,"180,000"
buergerhaus-kinderhaus,08.02.22 06-07,Wärme,"220,000"
buergerhaus-kinderhaus,08.02.22 07-08,Wärme,"270,000"
buergerhaus-kinderhaus,08.02.22 08-09,Wärme,"240,000"
buergerhaus-kinderhaus,08.02.22 09-10,Wärme,"300,000"
buergerhaus-kinderhaus,08.02.22 10-11,Wärme,"300,000"
buergerhaus-kinderhaus,08.02.22 11-12,Wärme,"230,000"
buergerhaus-kinderhaus,08.02.22 12-13,Wärme,"220,000"
buergerhaus-kinderhaus,08.02.22 13-14,Wärme,"230,000"
buergerhaus-kinderhaus,08.02.22 14-15,Wärme,"230,000"
buergerhaus-kinderhaus,08.02.22 15-16,Wärme,"200,000"
buergerhaus-kinderhaus,08.02.22 16-17,Wärme,"220,000"
buergerhaus-kinderhaus,08.02.22 17-18,Wärme,"280,000"
buergerhaus-kinderhaus,08.02.22 18-19,Wärme,"240,000"
buergerhaus-kinderhaus,08.02.22 19-20,Wärme,"240,000"
buergerhaus-kinderhaus,08.02.22 20-21,Wärme,"210,000"
buergerhaus-kinderhaus,08.02.22 21-22,Wärme,"290,000"
buergerhaus-kinderhaus,08.02.22 22-23,Wärme,"180,000"
buergerhaus-kinderhaus,08.02.22 23-00,Wärme,"70,000"
buergerhaus-kinderhaus,07.02.22 00-01,Wärme,"140,000"
buergerhaus-kinderhaus,07.02.22 01-02,Wärme,"130,000"
buergerhaus-kinderhaus,07.02.22 02-03,Wärme,"210,000"
buergerhaus-kinderhaus,07.02.22 03-04,Wärme,"230,000"
buergerhaus-kinderhaus,07.02.22 04-05,Wärme,"300,000"
buergerhaus-kinderhaus,07.02.22 05-06,Wärme,"360,000"
buergerhaus-kinderhaus,07.02.22 06-07,Wärme,"270,000"
buergerhaus-kinderhaus,07.02.22 07-08,Wärme,"250,000"
buergerhaus-kinderhaus,07.02.22 08-09,Wärme,"340,000"
buergerhaus-kinderhaus,07.02.22 09-10,Wärme,"400,000"
buergerhaus-kinderhaus,07.02.22 10-11,Wärme,"380,000"
buergerhaus-kinderhaus,07.02.22 11-12,Wärme,"350,000"
buergerhaus-kinderhaus,07.02.22 12-13,Wärme,"360,000"
buergerhaus-kinderhaus,07.02.22 13-14,Wärme,"320,000"
buergerhaus-kinderhaus,07.02.22 14-15,Wärme,"300,000"
buergerhaus-kinderhaus,07.02.22 15-16,Wärme,"260,000"
buergerhaus-kinderhaus,07.02.22 16-17,Wärme,"230,000"
buergerhaus-kinderhaus,07.02.22 17-18,Wärme,"320,000"
buergerhaus-kinderhaus,07.02.22 18-19,Wärme,"310,000"
buergerhaus-kinderhaus,07.02.22 19-20,Wärme,"230,000"
buergerhaus-kinderhaus,07.02.22 20-21,Wärme,"200,000"
buergerhaus-kinderhaus,07.02.22 21-22,Wärme,"210,000"
buergerhaus-kinderhaus,07.02.22 22-23,Wärme,"240,000"
buergerhaus-kinderhaus,07.02.22 23-00,Wärme,"140,000"
buergerhaus-kinderhaus,06.02.22 00-01,Wärme,"50,000"
buergerhaus-kinderhaus,06.02.22 01-02,Wärme,"110,000"
buergerhaus-kinderhaus,06.02.22 02-03,Wärme,"160,000"
buergerhaus-kinderhaus,06.02.22 03-04,Wärme,"210,000"
buergerhaus-kinderhaus,06.02.22 04-05,Wärme,"180,000"
buergerhaus-kinderhaus,06.02.22 05-06,Wärme,"360,000"
buergerhaus-kinderhaus,06.02.22 06-07,Wärme,"330,000"
buergerhaus-kinderhaus,06.02.22 07-08,Wärme,"340,000"
buergerhaus-kinderhaus,06.02.22 08-09,Wärme,"340,000"
buergerhaus-kinderhaus,06.02.22 09-10,Wärme,"340,000"
buergerhaus-kinderhaus,06.02.22 10-11,Wärme,"340,000"
buergerhaus-kinderhaus,06.02.22 11-12,Wärme,"360,000"
buergerhaus-kinderhaus,06.02.22 12-13,Wärme,"290,000"
buergerhaus-kinderhaus,06.02.22 13-14,Wärme,"330,000"
buergerhaus-kinderhaus,06.02.22 14-15,Wärme,"330,000"
buergerhaus-kinderhaus,06.02.22 15-16,Wärme,"320,000"
buergerhaus-kinderhaus,06.02.22 16-17,Wärme,"340,000"
buergerhaus-kinderhaus,06.02.22 17-18,Wärme,"260,000"
buergerhaus-kinderhaus,06.02.22 18-19,Wärme,"220,000"
buergerhaus-kinderhaus,06.02.22 19-20,Wärme,"140,000"
buergerhaus-kinderhaus,06.02.22 20-21,Wärme,"150,000"
buergerhaus-kinderhaus,06.02.22 21-22,Wärme,"130,000"
buergerhaus-kinderhaus,06.02.22 22-23,Wärme,"170,000"
buergerhaus-kinderhaus,06.02.22 23-00,Wärme,"170,000"
buergerhaus-kinderhaus,05.02.22 00-01,Wärme,"60,000"
buergerhaus-kinderhaus,05.02.22 01-02,Wärme,"40,000"
buergerhaus-kinderhaus,05.02.22 02-03,Wärme,"120,000"
buergerhaus-kinderhaus,05.02.22 03-04,Wärme,"150,000"
buergerhaus-kinderhaus,05.02.22 04-05,Wärme,"260,000"
buergerhaus-kinderhaus,05.02.22 05-06,Wärme,"230,000"
buergerhaus-kinderhaus,05.02.22 06-07,Wärme,"190,000"
buergerhaus-kinderhaus,05.02.22 07-08,Wärme,"210,000"
buergerhaus-kinderhaus,05.02.22 08-09,Wärme,"190,000"
buergerhaus-kinderhaus,05.02.22 09-10,Wärme,"300,000"
buergerhaus-kinderhaus,05.02.22 10-11,Wärme,"330,000"
buergerhaus-kinderhaus,05.02.22 11-12,Wärme,"240,000"
buergerhaus-kinderhaus,05.02.22 12-13,Wärme,"250,000"
buergerhaus-kinderhaus,05.02.22 13-14,Wärme,"190,000"
buergerhaus-kinderhaus,05.02.22 14-15,Wärme,"250,000"
buergerhaus-kinderhaus,05.02.22 15-16,Wärme,"280,000"
buergerhaus-kinderhaus,05.02.22 16-17,Wärme,"310,000"
buergerhaus-kinderhaus,05.02.22 17-18,Wärme,"350,000"
buergerhaus-kinderhaus,05.02.22 18-19,Wärme,"240,000"
buergerhaus-kinderhaus,05.02.22 19-20,Wärme,"150,000"
buergerhaus-kinderhaus,05.02.22 20-21,Wärme,"140,000"
buergerhaus-kinderhaus,05.02.22 21-22,Wärme,"150,000"
buergerhaus-kinderhaus,05.02.22 22-23,Wärme,"190,000"
buergerhaus-kinderhaus,05.02.22 23-00,Wärme,"130,000"
buergerhaus-kinderhaus,04.02.22 00-01,Wärme,"90,000"
buergerhaus-kinderhaus,04.02.22 01-02,Wärme,"100,000"
buergerhaus-kinderhaus,04.02.22 02-03,Wärme,"160,000"
buergerhaus-kinderhaus,04.02.22 03-04,Wärme,"210,000"
buergerhaus-kinderhaus,04.02.22 04-05,Wärme,"230,000"
buergerhaus-kinderhaus,04.02.22 05-06,Wärme,"340,000"
buergerhaus-kinderhaus,04.02.22 06-07,Wärme,"340,000"
buergerhaus-kinderhaus,04.02.22 07-08,Wärme,"430,000"
buergerhaus-kinderhaus,04.02.22 08-09,Wärme,"420,000"
buergerhaus-kinderhaus,04.02.22 09-10,Wärme,"410,000"
buergerhaus-kinderhaus,04.02.22 10-11,Wärme,"420,000"
buergerhaus-kinderhaus,04.02.22 11-12,Wärme,"370,000"
buergerhaus-kinderhaus,04.02.22 12-13,Wärme,"290,000"
buergerhaus-kinderhaus,04.02.22 13-14,Wärme,"270,000"
buergerhaus-kinderhaus,04.02.22 14-15,Wärme,"260,000"
buergerhaus-kinderhaus,04.02.22 15-16,Wärme,"270,000"
buergerhaus-kinderhaus,04.02.22 16-17,Wärme,"260,000"
buergerhaus-kinderhaus,04.02.22 17-18,Wärme,"230,000"
buergerhaus-kinderhaus,04.02.22 18-19,Wärme,"260,000"
buergerhaus-kinderhaus,04.02.22 19-20,Wärme,"310,000"
buergerhaus-kinderhaus,04.02.22 20-21,Wärme,"260,000"
buergerhaus-kinderhaus,04.02.22 21-22,Wärme,"320,000"
buergerhaus-kinderhaus,04.02.22 22-23,Wärme,"280,000"
buergerhaus-kinderhaus,04.02.22 23-00,Wärme,"220,000"
buergerhaus-kinderhaus,03.02.22 00-01,Wärme,"70,000"
buergerhaus-kinderhaus,03.02.22 01-02,Wärme,"110,000"
buergerhaus-kinderhaus,03.02.22 02-03,Wärme,"140,000"
buergerhaus-kinderhaus,03.02.22 03-04,Wärme,"170,000"
buergerhaus-kinderhaus,03.02.22 04-05,Wärme,"200,000"
buergerhaus-kinderhaus,03.02.22 05-06,Wärme,"240,000"
buergerhaus-kinderhaus,03.02.22 06-07,Wärme,"160,000"
buergerhaus-kinderhaus,03.02.22 07-08,Wärme,"260,000"
buergerhaus-kinderhaus,03.02.22 08-09,Wärme,"290,000"
buergerhaus-kinderhaus,03.02.22 09-10,Wärme,"260,000"
buergerhaus-kinderhaus,03.02.22 10-11,Wärme,"280,000"
buergerhaus-kinderhaus,03.02.22 11-12,Wärme,"250,000"
buergerhaus-kinderhaus,03.02.22 12-13,Wärme,"280,000"
buergerhaus-kinderhaus,03.02.22 13-14,Wärme,"300,000"
buergerhaus-kinderhaus,03.02.22 14-15,Wärme,"250,000"
buergerhaus-kinderhaus,03.02.22 15-16,Wärme,"240,000"
buergerhaus-kinderhaus,03.02.22 16-17,Wärme,"240,000"
buergerhaus-kinderhaus,03.02.22 17-18,Wärme,"250,000"
buergerhaus-kinderhaus,03.02.22 18-19,Wärme,"260,000"
buergerhaus-kinderhaus,03.02.22 19-20,Wärme,"310,000"
buergerhaus-kinderhaus,03.02.22 20-21,Wärme,"250,000"
buergerhaus-kinderhaus,03.02.22 21-22,Wärme,"310,000"
buergerhaus-kinderhaus,03.02.22 22-23,Wärme,"200,000"
buergerhaus-kinderhaus,03.02.22 23-00,Wärme,"120,000"
buergerhaus-kinderhaus,02.02.22 00-01,Wärme,"110,000"
buergerhaus-kinderhaus,02.02.22 01-02,Wärme,"90,000"
buergerhaus-kinderhaus,02.02.22 02-03,Wärme,"170,000"
buergerhaus-kinderhaus,02.02.22 03-04,Wärme,"210,000"
buergerhaus-kinderhaus,02.02.22 04-05,Wärme,"240,000"
buergerhaus-kinderhaus,02.02.22 05-06,Wärme,"320,000"
buergerhaus-kinderhaus,02.02.22 06-07,Wärme,"300,000"
buergerhaus-kinderhaus,02.02.22 07-08,Wärme,"330,000"
buergerhaus-kinderhaus,02.02.22 08-09,Wärme,"380,000"
buergerhaus-kinderhaus,02.02.22 09-10,Wärme,"390,000"
buergerhaus-kinderhaus,02.02.22 10-11,Wärme,"380,000"
buergerhaus-kinderhaus,02.02.22 11-12,Wärme,"350,000"
buergerhaus-kinderhaus,02.02.22 12-13,Wärme,"330,000"
buergerhaus-kinderhaus,02.02.22 13-14,Wärme,"240,000"
buergerhaus-kinderhaus,02.02.22 14-15,Wärme,"230,000"
buergerhaus-kinderhaus,02.02.22 15-16,Wärme,"290,000"
buergerhaus-kinderhaus,02.02.22 16-17,Wärme,"250,000"
buergerhaus-kinderhaus,02.02.22 17-18,Wärme,"210,000"
buergerhaus-kinderhaus,02.02.22 18-19,Wärme,"180,000"
buergerhaus-kinderhaus,02.02.22 19-20,Wärme,"210,000"
buergerhaus-kinderhaus,02.02.22 20-21,Wärme,"210,000"
buergerhaus-kinderhaus,02.02.22 21-22,Wärme,"230,000"
buergerhaus-kinderhaus,02.02.22 22-23,Wärme,"80,000"
buergerhaus-kinderhaus,02.02.22 23-00,Wärme,"80,000"
buergerhaus-kinderhaus,01.02.22 00-01,Wärme,"70,000"
buergerhaus-kinderhaus,01.02.22 01-02,Wärme,"80,000"
buergerhaus-kinderhaus,01.02.22 02-03,Wärme,"150,000"
buergerhaus-kinderhaus,01.02.22 03-04,Wärme,"250,000"
buergerhaus-kinderhaus,01.02.22 04-05,Wärme,"350,000"
buergerhaus-kinderhaus,01.02.22 05-06,Wärme,"280,000"
buergerhaus-kinderhaus,01.02.22 06-07,Wärme,"190,000"
buergerhaus-kinderhaus,01.02.22 07-08,Wärme,"210,000"
buergerhaus-kinderhaus,01.02.22 08-09,Wärme,"270,000"
buergerhaus-kinderhaus,01.02.22 09-10,Wärme,"260,000"
buergerhaus-kinderhaus,01.02.22 10-11,Wärme,"300,000"
buergerhaus-kinderhaus,01.02.22 11-12,Wärme,"270,000"
buergerhaus-kinderhaus,01.02.22 12-13,Wärme,"200,000"
buergerhaus-kinderhaus,01.02.22 13-14,Wärme,"170,000"
buergerhaus-kinderhaus,01.02.22 14-15,Wärme,"260,000"
buergerhaus-kinderhaus,01.02.22 15-16,Wärme,"280,000"
buergerhaus-kinderhaus,01.02.22 16-17,Wärme,"360,000"
buergerhaus-kinderhaus,01.02.22 17-18,Wärme,"270,000"
buergerhaus-kinderhaus,01.02.22 18-19,Wärme,"200,000"
buergerhaus-kinderhaus,01.02.22 19-20,Wärme,"210,000"
buergerhaus-kinderhaus,01.02.22 20-21,Wärme,"190,000"
buergerhaus-kinderhaus,01.02.22 21-22,Wärme,"250,000"
buergerhaus-kinderhaus,01.02.22 22-23,Wärme,"280,000"
buergerhaus-kinderhaus,01.02.22 23-00,Wärme,"200,000"
buergerhaus-kinderhaus,31.01.22 00-01,Wärme,"120,000"
buergerhaus-kinderhaus,31.01.22 01-02,Wärme,"120,000"
buergerhaus-kinderhaus,31.01.22 02-03,Wärme,"210,000"
buergerhaus-kinderhaus,31.01.22 03-04,Wärme,"340,000"
buergerhaus-kinderhaus,31.01.22 04-05,Wärme,"260,000"
buergerhaus-kinderhaus,31.01.22 05-06,Wärme,"360,000"
buergerhaus-kinderhaus,31.01.22 06-07,Wärme,"300,000"
buergerhaus-kinderhaus,31.01.22 07-08,Wärme,"280,000"
buergerhaus-kinderhaus,31.01.22 08-09,Wärme,"300,000"
buergerhaus-kinderhaus,31.01.22 09-10,Wärme,"310,000"
buergerhaus-kinderhaus,31.01.22 10-11,Wärme,"300,000"
buergerhaus-kinderhaus,31.01.22 11-12,Wärme,"270,000"
buergerhaus-kinderhaus,31.01.22 12-13,Wärme,"240,000"
buergerhaus-kinderhaus,31.01.22 13-14,Wärme,"280,000"
buergerhaus-kinderhaus,31.01.22 14-15,Wärme,"360,000"
buergerhaus-kinderhaus,31.01.22 15-16,Wärme,"330,000"
buergerhaus-kinderhaus,31.01.22 16-17,Wärme,"350,000"
buergerhaus-kinderhaus,31.01.22 17-18,Wärme,"320,000"
buergerhaus-kinderhaus,31.01.22 18-19,Wärme,"340,000"
buergerhaus-kinderhaus,31.01.22 19-20,Wärme,"330,000"
buergerhaus-kinderhaus,31.01.22 20-21,Wärme,"320,000"
buergerhaus-kinderhaus,31.01.22 21-22,Wärme,"310,000"
buergerhaus-kinderhaus,31.01.22 22-23,Wärme,"260,000"
buergerhaus-kinderhaus,31.01.22 23-00,Wärme,"210,000"
buergerhaus-kinderhaus,30.01.22 00-01,Wärme,"60,000"
buergerhaus-kinderhaus,30.01.22 01-02,Wärme,"100,000"
buergerhaus-kinderhaus,30.01.22 02-03,Wärme,"140,000"
buergerhaus-kinderhaus,30.01.22 03-04,Wärme,"210,000"
buergerhaus-kinderhaus,30.01.22 04-05,Wärme,"180,000"
buergerhaus-kinderhaus,30.01.22 05-06,Wärme,"310,000"
buergerhaus-kinderhaus,30.01.22 06-07,Wärme,"330,000"
buergerhaus-kinderhaus,30.01.22 07-08,Wärme,"350,000"
buergerhaus-kinderhaus,30.01.22 08-09,Wärme,"350,000"
buergerhaus-kinderhaus,30.01.22 09-10,Wärme,"350,000"
buergerhaus-kinderhaus,30.01.22 10-11,Wärme,"330,000"
buergerhaus-kinderhaus,30.01.22 11-12,Wärme,"330,000"
buergerhaus-kinderhaus,30.01.22 12-13,Wärme,"280,000"
buergerhaus-kinderhaus,30.01.22 13-14,Wärme,"210,000"
buergerhaus-kinderhaus,30.01.22 14-15,Wärme,"230,000"
buergerhaus-kinderhaus,30.01.22 15-16,Wärme,"290,000"
buergerhaus-kinderhaus,30.01.22 16-17,Wärme,"300,000"
buergerhaus-kinderhaus,30.01.22 17-18,Wärme,"250,000"
buergerhaus-kinderhaus,30.01.22 18-19,Wärme,"190,000"
buergerhaus-kinderhaus,30.01.22 19-20,Wärme,"140,000"
buergerhaus-kinderhaus,30.01.22 20-21,Wärme,"150,000"
buergerhaus-kinderhaus,30.01.22 21-22,Wärme,"150,000"
buergerhaus-kinderhaus,30.01.22 22-23,Wärme,"170,000"
buergerhaus-kinderhaus,30.01.22 23-00,Wärme,"160,000"
buergerhaus-kinderhaus,29.01.22 00-01,Wärme,"100,000"
buergerhaus-kinderhaus,29.01.22 01-02,Wärme,"110,000"
buergerhaus-kinderhaus,29.01.22 02-03,Wärme,"120,000"
buergerhaus-kinderhaus,29.01.22 03-04,Wärme,"150,000"
buergerhaus-kinderhaus,29.01.22 04-05,Wärme,"150,000"
buergerhaus-kinderhaus,29.01.22 05-06,Wärme,"170,000"
buergerhaus-kinderhaus,29.01.22 06-07,Wärme,"210,000"
buergerhaus-kinderhaus,29.01.22 07-08,Wärme,"220,000"
buergerhaus-kinderhaus,29.01.22 08-09,Wärme,"160,000"
buergerhaus-kinderhaus,29.01.22 09-10,Wärme,"190,000"
buergerhaus-kinderhaus,29.01.22 10-11,Wärme,"320,000"
buergerhaus-kinderhaus,29.01.22 11-12,Wärme,"260,000"
buergerhaus-kinderhaus,29.01.22 12-13,Wärme,"180,000"
buergerhaus-kinderhaus,29.01.22 13-14,Wärme,"190,000"
buergerhaus-kinderhaus,29.01.22 14-15,Wärme,"220,000"
buergerhaus-kinderhaus,29.01.22 15-16,Wärme,"230,000"
buergerhaus-kinderhaus,29.01.22 16-17,Wärme,"190,000"
buergerhaus-kinderhaus,29.01.22 17-18,Wärme,"250,000"
buergerhaus-kinderhaus,29.01.22 18-19,Wärme,"220,000"
buergerhaus-kinderhaus,29.01.22 19-20,Wärme,"100,000"
buergerhaus-kinderhaus,29.01.22 20-21,Wärme,"160,000"
buergerhaus-kinderhaus,29.01.22 21-22,Wärme,"180,000"
buergerhaus-kinderhaus,29.01.22 22-23,Wärme,"100,000"
buergerhaus-kinderhaus,29.01.22 23-00,Wärme,"80,000"
buergerhaus-kinderhaus,28.01.22 00-01,Wärme,"80,000"
buergerhaus-kinderhaus,28.01.22 01-02,Wärme,"100,000"
buergerhaus-kinderhaus,28.01.22 02-03,Wärme,"170,000"
buergerhaus-kinderhaus,28.01.22 03-04,Wärme,"220,000"
buergerhaus-kinderhaus,28.01.22 04-05,Wärme,"270,000"
buergerhaus-kinderhaus,28.01.22 05-06,Wärme,"350,000"
buergerhaus-kinderhaus,28.01.22 06-07,Wärme,"350,000"
buergerhaus-kinderhaus,28.01.22 07-08,Wärme,"410,000"
buergerhaus-kinderhaus,28.01.22 08-09,Wärme,"400,000"
buergerhaus-kinderhaus,28.01.22 09-10,Wärme,"400,000"
buergerhaus-kinderhaus,28.01.22 10-11,Wärme,"380,000"
buergerhaus-kinderhaus,28.01.22 11-12,Wärme,"350,000"
buergerhaus-kinderhaus,28.01.22 12-13,Wärme,"230,000"
buergerhaus-kinderhaus,28.01.22 13-14,Wärme,"190,000"
buergerhaus-kinderhaus,28.01.22 14-15,Wärme,"250,000"
buergerhaus-kinderhaus,28.01.22 15-16,Wärme,"240,000"
buergerhaus-kinderhaus,28.01.22 16-17,Wärme,"240,000"
buergerhaus-kinderhaus,28.01.22 17-18,Wärme,"150,000"
buergerhaus-kinderhaus,28.01.22 18-19,Wärme,"220,000"
buergerhaus-kinderhaus,28.01.22 19-20,Wärme,"220,000"
buergerhaus-kinderhaus,28.01.22 20-21,Wärme,"240,000"
buergerhaus-kinderhaus,28.01.22 21-22,Wärme,"240,000"
buergerhaus-kinderhaus,28.01.22 22-23,Wärme,"190,000"
buergerhaus-kinderhaus,28.01.22 23-00,Wärme,"100,000"
buergerhaus-kinderhaus,27.01.22 00-01,Wärme,"140,000"
buergerhaus-kinderhaus,27.01.22 01-02,Wärme,"180,000"
buergerhaus-kinderhaus,27.01.22 02-03,Wärme,"170,000"
buergerhaus-kinderhaus,27.01.22 03-04,Wärme,"160,000"
buergerhaus-kinderhaus,27.01.22 04-05,Wärme,"250,000"
buergerhaus-kinderhaus,27.01.22 05-06,Wärme,"240,000"
buergerhaus-kinderhaus,27.01.22 06-07,Wärme,"200,000"
buergerhaus-kinderhaus,27.01.22 07-08,Wärme,"200,000"
buergerhaus-kinderhaus,27.01.22 08-09,Wärme,"200,000"
buergerhaus-kinderhaus,27.01.22 09-10,Wärme,"200,000"
buergerhaus-kinderhaus,27.01.22 10-11,Wärme,"320,000"
buergerhaus-kinderhaus,27.01.22 11-12,Wärme,"380,000"
buergerhaus-kinderhaus,27.01.22 12-13,Wärme,"300,000"
buergerhaus-kinderhaus,27.01.22 13-14,Wärme,"360,000"
buergerhaus-kinderhaus,27.01.22 14-15,Wärme,"340,000"
buergerhaus-kinderhaus,27.01.22 15-16,Wärme,"290,000"
buergerhaus-kinderhaus,27.01.22 16-17,Wärme,"240,000"
buergerhaus-kinderhaus,27.01.22 17-18,Wärme,"320,000"
buergerhaus-kinderhaus,27.01.22 18-19,Wärme,"300,000"
buergerhaus-kinderhaus,27.01.22 19-20,Wärme,"220,000"
buergerhaus-kinderhaus,27.01.22 20-21,Wärme,"210,000"
buergerhaus-kinderhaus,27.01.22 21-22,Wärme,"310,000"
buergerhaus-kinderhaus,27.01.22 22-23,Wärme,"230,000"
buergerhaus-kinderhaus,27.01.22 23-00,Wärme,"120,000"
buergerhaus-kinderhaus,16.03.22 00-01,Strom,"0,000"
buergerhaus-kinderhaus,16.03.22 01-02,Strom,"20,280"
buergerhaus-kinderhaus,16.03.22 02-03,Strom,"0,000"
buergerhaus-kinderhaus,16.03.22 03-04,Strom,"0,000"
buergerhaus-kinderhaus,16.03.22 04-05,Strom,"0,000"
buergerhaus-kinderhaus,16.03.22 05-06,Strom,"0,000"
buergerhaus-kinderhaus,16.03.22 06-07,Strom,"0,630"
buergerhaus-kinderhaus,16.03.22 07-08,Strom,"0,300"
buergerhaus-kinderhaus,16.03.22 08-09,Strom,"0,000"
buergerhaus-kinderhaus,16.03.22 09-10,Strom,"0,030"
buergerhaus-kinderhaus,16.03.22 10-11,Strom,"1,050"
buergerhaus-kinderhaus,16.03.22 11-12,Strom,"3,930"
buergerhaus-kinderhaus,16.03.22 12-13,Strom,"0,930"
buergerhaus-kinderhaus,16.03.22 13-14,Strom,"1,920"
buergerhaus-kinderhaus,16.03.22 14-15,Strom,"1,260"
buergerhaus-kinderhaus,16.03.22 15-16,Strom,"0,270"
buergerhaus-kinderhaus,16.03.22 16-17,Strom,"1,020"
buergerhaus-kinderhaus,16.03.22 17-18,Strom,"0,210"
buergerhaus-kinderhaus,16.03.22 18-19,Strom,"29,580"
